review,clean_review,tokens
this item came with two small little bottles less than 1 oz so i guess for the price that is why they gave me two i was expecting one big bottle the product has no smell it goes on clear and dries fast i saw a difference in my skin in a week or two you have to use it every morning and night to see a change it does what its supposed to do,item came two small little bottles less 1 oz guess price gave two expecting one big bottle product no smell goes clear dries fast saw difference skin week two use every morning night see change supposed,"['item', 'came', 'two', 'small', 'little', 'bottles', 'less', '1', 'oz', 'guess', 'price', 'gave', 'two', 'expecting', 'one', 'big', 'bottle', 'product', 'no', 'smell', 'goes', 'clear', 'dries', 'fast', 'saw', 'difference', 'skin', 'week', 'two', 'use', 'every', 'morning', 'night', 'see', 'change', 'supposed']"
it feels sticky when you use it but its effective if your consistence with the use it worth the bought ,feels sticky use effective consistence use worth bought,"['feels', 'sticky', 'use', 'effective', 'consistence', 'use', 'worth', 'bought']"
this toner is thicker almost kind of with a jelly like consistency i really like it a lot you dont have to use a ton it made my skin feel very soft and soothed and i think my skin looked more calmedless red and even a little less congested the mornings after i use it before bed my skin seems to really like centella based products and this one was especially good will be reordering this one when i run out my new favorite toner,toner thicker almost kind jelly like consistency really like lot dont use ton made skin feel soft soothed think skin looked calmedless red even little less congested mornings use bed skin seems really like centella based products one especially good reordering one run new favorite toner,"['toner', 'thicker', 'almost', 'kind', 'jelly', 'like', 'consistency', 'really', 'like', 'lot', 'dont', 'use', 'ton', 'made', 'skin', 'feel', 'soft', 'soothed', 'think', 'skin', 'looked', 'calmedless', 'red', 'even', 'little', 'less', 'congested', 'mornings', 'use', 'bed', 'skin', 'seems', 'really', 'like', 'centella', 'based', 'products', 'one', 'especially', 'good', 'reordering', 'one', 'run', 'new', 'favorite', 'toner']"
nice and soothing toner from purito  this has a bouncy watery texture to it and it really deeply hydrates my skin  nice herbal fragrance to it as it does include essential oils  this toner didnt leave my skin feeling sticky or greasy  very refreshing and hydrating hydrating and soothing toner,nice soothing toner purito bouncy watery texture really deeply hydrates skin nice herbal fragrance include essential oils toner didnt leave skin feeling sticky greasy refreshing hydrating hydrating soothing toner,"['nice', 'soothing', 'toner', 'purito', 'bouncy', 'watery', 'texture', 'really', 'deeply', 'hydrates', 'skin', 'nice', 'herbal', 'fragrance', 'include', 'essential', 'oils', 'toner', 'didnt', 'leave', 'skin', 'feeling', 'sticky', 'greasy', 'refreshing', 'hydrating', 'hydrating', 'soothing', 'toner']"
let me preface by saying i do have very sensitive skin this didnt break me out as badly as other toners but it still broke me out on top of that i noticed my skin becoming more dull than usual i wanted to like this toner considering the ingredients are pretty good but my skin didnt care for it personally ,let preface saying sensitive skin didnt break badly toners still broke top noticed skin becoming dull usual wanted like toner considering ingredients pretty good skin didnt care personally,"['let', 'preface', 'saying', 'sensitive', 'skin', 'didnt', 'break', 'badly', 'toners', 'still', 'broke', 'top', 'noticed', 'skin', 'becoming', 'dull', 'usual', 'wanted', 'like', 'toner', 'considering', 'ingredients', 'pretty', 'good', 'skin', 'didnt', 'care', 'personally']"
not sure if this is what caused me to break out but after a few days of using it i began to get a few small zits on my face i have acne prone skin so i stick to a pretty strict routine for the few days i did use this i did feel my skin felt softsmooth just a shame that it may be breaking me out ,not sure caused break days using began get small zits face acne prone skin stick pretty strict routine days use feel skin felt softsmooth shame may breaking,"['not', 'sure', 'caused', 'break', 'days', 'using', 'began', 'get', 'small', 'zits', 'face', 'acne', 'prone', 'skin', 'stick', 'pretty', 'strict', 'routine', 'days', 'use', 'feel', 'skin', 'felt', 'softsmooth', 'shame', 'may', 'breaking']"
so while this toner does soothe and help heal its not a miracle toner but it definitely helps calm redness one thing i noticed during the first few times i used this product was that when i applied it spreading it made it feel almost like squeaky waxy glass this feeling quit after a few more tries and didnt bother me but it was interesting it helps heals blemishes a few days faster than it would usually heal ,toner soothe help heal not miracle toner definitely helps calm redness one thing noticed first times used product applied spreading made feel almost like squeaky waxy glass feeling quit tries didnt bother interesting helps heals blemishes days faster would usually heal,"['toner', 'soothe', 'help', 'heal', 'not', 'miracle', 'toner', 'definitely', 'helps', 'calm', 'redness', 'one', 'thing', 'noticed', 'first', 'times', 'used', 'product', 'applied', 'spreading', 'made', 'feel', 'almost', 'like', 'squeaky', 'waxy', 'glass', 'feeling', 'quit', 'tries', 'didnt', 'bother', 'interesting', 'helps', 'heals', 'blemishes', 'days', 'faster', 'would', 'usually', 'heal']"
 made my pores smaller,made pores smaller,"['made', 'pores', 'smaller']"
i really like this toner i feel like it makes my rosacea less visible and evens out my skin tone good for sensitive skin,really like toner feel like makes rosacea less visible evens skin tone good sensitive skin,"['really', 'like', 'toner', 'feel', 'like', 'makes', 'rosacea', 'less', 'visible', 'evens', 'skin', 'tone', 'good', 'sensitive', 'skin']"
the toner did not irritate my skin and reduced my redness from the centella in it calms redness while hydrating the skin,toner not irritate skin reduced redness centella calms redness hydrating skin,"['toner', 'not', 'irritate', 'skin', 'reduced', 'redness', 'centella', 'calms', 'redness', 'hydrating', 'skin']"
smells nice  seems great but i havent had it long enough to give a full report ill check back in a few weeks  let you know ,smells nice seems great havent long enough give full report ill check back weeks let know,"['smells', 'nice', 'seems', 'great', 'havent', 'long', 'enough', 'give', 'full', 'report', 'ill', 'check', 'back', 'weeks', 'let', 'know']"
after washing my face in the morning and use my toner my skin look soooo beautiful i dnt want to use anything else i love the look its just good for my skin i love its,washing face morning use toner skin look soooo beautiful dnt want use anything else love look good skin love,"['washing', 'face', 'morning', 'use', 'toner', 'skin', 'look', 'soooo', 'beautiful', 'dnt', 'want', 'use', 'anything', 'else', 'love', 'look', 'good', 'skin', 'love']"
brighten up tonervery pleasant lightly scented in tangerine apricot jam like comes in a very nice thick glass bottle with high end cap that is easy to take offclose it makes me happy when i use this liquid jelly like substance it feels luxuriouswhats great is that it holds true to what it does hours after application my skin feels comfortable and balancedinstantly firming not tight brightening evens out skin tone and reduce rednesshydrating and hides flaky  i have very dry sensitive skin that gets flakes on cheekssuper quick absorption i dont notice it on at all within secondsi waited 5 min after sunscreen then makeup and it didnt impact anything i layered  foundation friendly sunscreen friendlyit creates that yellowish tint that i get when i use some brightening but luckily that goes away after a couple of minutes and starts evening out complexionvery nice packaging for new once you take the cap off there is a pull rubber thing that kept it from leaking out potentially and air tightclear instructions and ingredients english and french on box and the bottle am and pm use winner all around best gentle yet effective,brighten tonervery pleasant lightly scented tangerine apricot jam like comes nice thick glass bottle high end cap easy take offclose makes happy use liquid jelly like substance feels luxuriouswhats great holds true hours application skin feels comfortable balancedinstantly firming not tight brightening evens skin tone reduce rednesshydrating hides flaky dry sensitive skin gets flakes cheekssuper quick absorption dont notice within secondsi waited 5 min sunscreen makeup didnt impact anything layered foundation friendly sunscreen friendlyit creates yellowish tint get use brightening luckily goes away couple minutes starts evening complexionvery nice packaging new take cap pull rubber thing kept leaking potentially air tightclear instructions ingredients english french box bottle pm use winner around best gentle yet effective,"['brighten', 'tonervery', 'pleasant', 'lightly', 'scented', 'tangerine', 'apricot', 'jam', 'like', 'comes', 'nice', 'thick', 'glass', 'bottle', 'high', 'end', 'cap', 'easy', 'take', 'offclose', 'makes', 'happy', 'use', 'liquid', 'jelly', 'like', 'substance', 'feels', 'luxuriouswhats', 'great', 'holds', 'true', 'hours', 'application', 'skin', 'feels', 'comfortable', 'balancedinstantly', 'firming', 'not', 'tight', 'brightening', 'evens', 'skin', 'tone', 'reduce', 'rednesshydrating', 'hides', 'flaky', 'dry', 'sensitive', 'skin', 'gets', 'flakes', 'cheekssuper', 'quick', 'absorption', 'dont', 'notice', 'within', 'secondsi', 'waited', '5', 'min', 'sunscreen', 'makeup', 'didnt', 'impact', 'anything', 'layered', 'foundation', 'friendly', 'sunscreen', 'friendlyit', 'creates', 'yellowish', 'tint', 'get', 'use', 'brightening', 'luckily', 'goes', 'away', 'couple', 'minutes', 'starts', 'evening', 'complexionvery', 'nice', 'packaging', 'new', 'take', 'cap', 'pull', 'rubber', 'thing', 'kept', 'leaking', 'potentially', 'air', 'tightclear', 'instructions', 'ingredients', 'english', 'french', 'box', 'bottle', 'pm', 'use', 'winner', 'around', 'best', 'gentle', 'yet', 'effective']"
